occur_date,location,depth,magnitude,max_seismic_scale
2011/3/26 4:30,sea,48,4.2,3
2011/3/26 5:52,sea,23,4.1,3
2011/3/26 8:50,sea,33,4.4,3
2011/3/26 16:19,sea,24,4.6,3
2011/3/26 16:52,sea,25,4.4,3
2011/3/26 19:18,sea,49,5.2,4
2011/3/26 19:30,sea,24,3.9,3
2011/3/26 22:33,land,9,3.7,4
2011/3/26 23:11,land,7,4.3,4
2011/3/26 23:19,land,7,4.1,3
2011/3/27 1:06,sea,46,4.4,3
2011/3/27 5:36,land,6,4,4
2011/3/27 12:20,sea,36,5,3
2011/3/27 14:07,sea,48,4.8,3
2011/3/27 20:08,sea,45,4.6,3
2011/3/27 22:41,sea,36,5.4,3
2011/3/28 1:00,land,4,3.4,3
2011/3/28 2:09,land,5,3.6,3
2011/3/28 6:11,sea,52,4.7,3
2011/3/28 7:23,sea,32,6.5,5_lower
2011/3/28 10:19,sea,50,4.4,3
2011/3/28 14:37,land,7,2.8,3
2011/3/28 14:38,land,6,4.2,3
2011/3/28 20:08,land,8,4,3
2011/3/28 23:13,sea,43,4.1,3
2011/3/29 8:51,sea,49,4.3,3
2011/3/29 16:04,sea,31,4.3,3
2011/3/29 19:54,sea,13,6.6,4
2011/3/29 21:24,sea,51,4.2,3
2011/3/30 6:51,land,0,2.9,3
2011/3/30 14:31,land,8,3.7,3
2011/3/30 17:50,land,5,3.8,3
2011/3/30 17:52,sea,35,4.2,3
2011/3/30 19:54,land,0,3.9,3
2011/3/30 21:51,sea,30,5.3,3
2011/3/30 22:00,sea,42,5.1,3
2011/3/30 22:19,sea,50,5,4
2011/3/31 1:32,land,4,2.8,4
2011/3/31 13:40,land,5,3.6,3
2011/3/31 16:15,sea,47,6.1,5_lower
2011/4/1 2:21,sea,34,4.4,3
2011/4/1 7:16,sea,51,4.3,3
2011/4/1 19:49,land,12,5,5_upper
2011/4/1 20:57,sea,45,6,4
2011/4/2 2:03,sea,3,5.5,3
2011/4/2 4:59,sea,49,4.9,4
2011/4/2 12:48,land,12,3.9,3
2011/4/2 13:08,sea,42,5.2,4
2011/4/2 14:08,sea,45,4.6,3
2011/4/2 14:32,sea,36,4.7,3
2011/4/2 16:55,land,54,5,5_lower
2011/4/2 19:22,land,6,4.4,3
2011/4/2 22:29,land,4,2.9,3
2011/4/2 23:38,land,6,4.8,4
2011/4/3 1:43,land,6,4.3,3
2011/4/3 9:23,land,7,3.4,3
2011/4/3 10:54,land,6,4.1,3
2011/4/3 11:49,land,53,4.2,3
2011/4/3 13:36,land,8,3.5,3
2011/4/3 16:38,sea,47,5.4,4
2011/4/3 21:57,sea,48,4.6,4
2011/4/3 23:20,land,6,3.7,3
2011/4/3 23:53,sea,40,4.9,3
2011/4/4 17:42,sea,38,4.8,3
2011/4/4 20:46,land,49,4.1,3
2011/4/5 4:14,sea,41,3.8,3
2011/4/5 5:43,sea,41,4.3,4
2011/4/5 10:29,sea,48,4.7,3
2011/4/5 13:25,sea,42,4.6,3
2011/4/5 13:32,land,49,3.8,3
2011/4/5 18:08,land,7,4.4,3
2011/4/5 23:41,sea,10,4.6,3
2011/4/6 6:24,sea,41,4.4,3
2011/4/6 7:01,sea,27,5,3
2011/4/6 9:04,land,6,2.2,3
2011/4/6 19:09,land,18,4.1,3
2011/4/6 20:48,land,12,3.8,3
2011/4/6 21:56,land,7,4.9,4
2011/4/6 22:54,sea,46,5.3,4
2011/4/7 1:25,sea,39,4.5,3
2011/4/7 11:40,sea,51,4.9,4
2011/4/7 19:52,land,48,3.9,3
2011/4/7 23:32,sea,66,7.2,6_upper
2011/4/7 23:49,sea,59,4.6,3
2011/4/8 5:47,sea,53,4.3,3
2011/4/8 8:39,sea,55,4.1,3
2011/4/8 11:57,sea,44,4.7,3
2011/4/9 0:39,sea,50,4.2,3
2011/4/9 3:56,land,52,4.1,3
2011/4/9 6:30,land,6,3.4,3
2011/4/9 11:59,sea,57,4.3,3
2011/4/9 12:32,sea,33,4,3
2011/4/9 16:28,sea,48,3.8,3
2011/4/9 17:02,land,54,4.3,4
2011/4/9 18:01,land,17,4.3,3
2011/4/9 18:42,sea,58,5.4,5_lower
2011/4/9 21:47,land,43,4.1,3
2011/4/9 21:57,sea,62,5.8,3
2011/4/10 17:52,land,8,3.8,3
2011/4/10 20:22,land,7,3.8,4
2011/4/11 0:07,sea,64,4.5,3
2011/4/11 1:21,sea,56,4.1,3
2011/4/11 2:44,sea,36,4.5,3
2011/4/11 5:19,sea,46,4.3,3
2011/4/11 6:35,sea,53,5.1,4
2011/4/11 10:17,land,6,2.8,3
2011/4/11 11:00,land,4,4,3
2011/4/11 13:51,sea,29,5,4
2011/4/11 17:16,land,6,7,6_lower
2011/4/11 17:17,land,9,5.7,5_lower
2011/4/11 17:19,land,11,4.5,4
2011/4/11 17:20,land,11,4.3,3
2011/4/11 17:26,land,5,5.4,5_lower
2011/4/11 17:33,land,10,4.2,3
2011/4/11 17:45,land,10,4.8,3
2011/4/11 17:51,land,11,4.3,3
2011/4/11 17:58,land,10,4.9,4
2011/4/11 17:59,land,12,4.8,4
2011/4/11 18:05,land,12,5.1,4
2011/4/11 18:06,land,11,4.3,3
2011/4/11 18:12,land,6,4.7,3
2011/4/11 18:23,land,10,4.3,3
2011/4/11 18:30,land,6,4.7,3
2011/4/11 18:36,land,8,4.8,4
2011/4/11 18:44,land,11,4.2,3
2011/4/11 18:48,land,10,4.6,3
2011/4/11 18:52,sea,42,3.9,3
2011/4/11 18:55,land,8,4.3,3
2011/4/11 19:00,land,6,4.7,3
2011/4/11 19:05,land,7,4.3,3
2011/4/11 19:09,land,10,3.5,3
2011/4/11 19:10,land,14,3.9,3
2011/4/11 19:19,land,9,4.6,3
2011/4/11 19:25,land,8,4.4,3
2011/4/11 19:29,land,12,4.3,3
2011/4/11 19:31,land,9,4.3,3
2011/4/11 20:00,land,11,4.4,3
2011/4/11 20:23,land,7,3.8,3
2011/4/11 20:27,land,11,4.6,3
2011/4/11 20:42,land,11,5.9,5_lower
2011/4/11 20:53,land,7,3.7,3
2011/4/11 22:05,land,11,4.7,4
2011/4/11 22:21,land,17,4,3
2011/4/11 22:24,land,11,3.9,3
2011/4/11 22:46,land,0,3.8,3
2011/4/11 23:26,land,16,3.7,3
2011/4/12 0:21,land,7,4.8,3
2011/4/12 0:43,land,11,4.5,3
2011/4/12 0:56,land,9,2.8,3
2011/4/12 0:57,land,11,5,4
2011/4/12 1:19,land,15,4,3
2011/4/12 1:22,land,7,2.7,3
2011/4/12 1:49,land,8,4.3,3
2011/4/12 2:18,land,19,4.1,3
2011/4/12 2:21,land,9,4.3,3
2011/4/12 3:15,land,6,4.3,3
2011/4/12 3:27,land,7,4.3,3
2011/4/12 4:43,land,9,3.8,3
2011/4/12 5:03,land,6,4.4,3
2011/4/12 5:27,land,10,3.9,3
2011/4/12 6:03,sea,54,4.1,3
2011/4/12 7:03,land,9,4.3,3
2011/4/12 7:26,land,0,5.6,5_lower
2011/4/12 7:32,land,0,4.7,3
2011/4/12 8:02,land,10,3.9,3
2011/4/12 8:08,sea,26,6.4,5_lower
2011/4/12 8:24,land,0,3.9,3
2011/4/12 8:48,land,11,4.7,4
2011/4/12 9:09,land,11,4.2,3
2011/4/12 9:21,land,9,3.6,3
2011/4/12 9:46,land,11,4.1,3
2011/4/12 10:33,sea,44,4.2,3
2011/4/12 11:13,land,10,4.2,3
2011/4/12 11:23,sea,25,4.2,3
2011/4/12 14:07,land,15,6.4,6_lower
2011/4/12 14:10,land,11,4.3,3
2011/4/12 14:15,land,13,4.5,3
2011/4/12 14:26,land,14,4.8,4
2011/4/12 14:32,land,15,4,4
2011/4/12 16:14,land,1,4.6,4
2011/4/12 16:47,land,11,4.4,3
2011/4/12 17:48,land,10,4.9,4
2011/4/12 19:15,land,10,4.5,4
2011/4/12 20:00,land,15,3.8,3
2011/4/13 3:47,land,13,4,3
2011/4/13 4:02,land,7,4.5,3
2011/4/13 4:34,land,15,3.8,3
2011/4/13 4:37,sea,48,5.5,4
2011/4/13 8:36,sea,27,5.3,3
2011/4/13 8:54,sea,61,4.5,3
2011/4/13 10:07,land,5,5.7,5_lower
2011/4/13 14:52,land,14,4.1,3
2011/4/13 21:58,sea,14,4.5,3
2011/4/14 4:57,sea,0,6.3,3
2011/4/14 5:39,sea,31,4.1,3
2011/4/14 6:43,land,9,4.1,3
2011/4/14 7:35,land,9,5.1,4
2011/4/14 10:06,sea,54,4.1,3
2011/4/14 12:08,land,11,5.4,4
2011/4/14 16:32,sea,44,4,3
2011/4/14 19:32,sea,32,5,3
2011/4/14 20:02,land,9,4.2,3
2011/4/14 20:24,land,9,4.4,3
2011/4/14 20:46,land,9,4.1,3
2011/4/14 21:24,land,6,3.9,3
2011/4/14 23:50,land,5,3,3
2011/4/15 3:15,land,8,3.2,3
2011/4/15 5:00,sea,31,4.2,3
2011/4/15 8:31,sea,34,4.3,3
2011/4/15 21:53,sea,19,4.7,3
2011/4/15 22:44,sea,51,4.1,3
2011/4/15 23:34,sea,31,5,3
2011/4/16 11:19,land,79,5.9,5_upper
2011/4/16 13:19,sea,46,4.4,3
2011/4/16 16:29,land,15,4.1,3
2011/4/17 0:56,land,8,4.9,5_lower
2011/4/17 1:05,land,8,2.8,3
2011/4/17 1:13,land,8,2.7,3
2011/4/17 4:17,land,8,3.2,3
2011/4/17 5:19,land,8,4.5,3
2011/4/17 5:21,sea,52,4.7,3
2011/4/17 10:37,sea,38,4.8,3
2011/4/17 13:23,sea,59,4.3,3
2011/4/17 13:38,land,35,4.5,3
2011/4/17 14:38,land,7,4.5,3
2011/4/17 15:49,land,35,4.6,3
2011/4/17 17:03,land,9,4.3,3
2011/4/17 21:51,land,8,4.6,3
2011/4/17 23:10,land,8,4,3
2011/4/17 23:46,land,7,4.5,4
2011/4/18 0:47,sea,29,4.8,3
2011/4/18 3:08,land,65,4.4,3
2011/4/18 3:20,land,6,2.8,3
2011/4/18 3:33,land,10,4.1,3
2011/4/18 10:30,land,7,3,3
2011/4/18 11:08,land,8,4.2,4
2011/4/18 17:02,sea,29,4.4,3
2011/4/19 0:07,land,7,4.1,3
2011/4/19 2:37,land,84,4.2,3
2011/4/19 4:14,land,6,4.9,5_lower
2011/4/19 6:33,sea,37,4.8,3
2011/4/19 15:53,land,7,4.6,3
2011/4/19 21:34,land,9,4.1,3
2011/4/19 21:55,sea,48,4.3,4
2011/4/19 23:10,land,53,5,4
2011/4/19 23:47,sea,8,4.5,4
2011/4/20 4:29,sea,47,4.4,3
2011/4/20 6:38,sea,33,4,3
2011/4/20 7:33,land,8,2.6,3
2011/4/20 9:50,land,7,4.8,3
2011/4/20 17:30,sea,46,4.1,3
2011/4/20 18:27,land,4,3.8,3
2011/4/21 0:29,sea,50,4.2,3
2011/4/21 1:33,sea,55,4.5,3
2011/4/21 3:41,land,8,3.9,3
2011/4/21 4:04,land,10,3.8,3
2011/4/21 4:25,land,4,3.7,3
2011/4/21 5:51,land,8,4.3,3
2011/4/21 17:18,sea,31,5.2,4
2011/4/21 22:37,sea,46,6,5_lower
2011/4/21 22:47,sea,45,4.3,3
2011/4/21 22:54,land,49,4.4,3
2011/4/22 1:11,sea,48,5.6,4
2011/4/22 3:44,land,12,3.8,3
2011/4/22 15:35,land,24,4.1,3
2011/4/23 0:25,sea,21,5.4,5_lower
2011/4/23 8:15,land,5,4.5,4
2011/4/23 15:30,sea,34,4.4,3
2011/4/23 19:12,sea,35,6.1,3
2011/4/23 20:07,land,6,4.3,3
2011/4/23 20:51,land,11,3.5,3
2011/4/23 23:31,land,55,4.2,3
2011/4/24 5:53,land,5,3.7,3
2011/4/24 12:25,land,44,4.1,3
2011/4/24 19:09,land,14,4.5,4
2011/4/24 20:50,land,3,3.1,3
2011/4/24 21:20,land,4,3.6,3
2011/4/25 2:48,land,12,4.1,3
2011/4/25 18:00,sea,39,5,4
2011/4/25 23:51,land,10,3.8,3
2011/4/26 5:24,sea,32,3.9,3
2011/4/26 6:16,sea,64,4.5,3
2011/4/26 9:05,land,14,3.6,3
2011/4/26 13:01,sea,13,5.2,3
2011/4/26 21:12,land,46,5,4
2011/4/27 12:55,land,10,4.1,3
2011/4/27 19:27,land,0,4.6,4
2011/4/27 21:27,land,13,3.9,3
2011/4/28 6:45,sea,53,4.8,3
2011/4/28 10:44,sea,48,4.8,3
2011/4/28 18:27,sea,44,5.7,4
2011/4/28 21:39,land,8,3.5,3
2011/4/29 2:17,sea,35,4.3,3
2011/4/29 7:21,land,9,2.4,3
2011/4/29 7:21,land,9,3.5,3
2011/4/29 13:38,sea,44,4.6,3
2011/4/29 15:54,sea,48,4.8,4
2011/4/29 21:24,land,7,3,3
2011/4/30 2:04,sea,24,4.7,3
2011/4/30 7:19,sea,44,5.2,3
2011/4/30 14:06,sea,37,5.3,4
2011/4/30 14:29,sea,35,4.1,3
2011/4/30 14:46,sea,33,4.5,4
2011/4/30 15:04,sea,37,4.6,3
2011/5/1 2:11,sea,21,4.9,3
2011/5/1 9:02,land,9,3.7,3
2011/5/1 10:27,sea,39,4.5,3
2011/5/1 10:45,land,77,4.2,3
2011/5/1 10:56,sea,49,4.1,3
2011/5/1 11:48,sea,29,4.6,4
2011/5/1 12:37,land,10,3.9,3
2011/5/1 14:06,sea,19,4.2,3
2011/5/1 18:36,land,22,3.9,3
2011/5/2 8:52,land,7,3.3,3
2011/5/2 11:09,sea,48,4.7,3
2011/5/2 12:16,land,7,3.9,3
2011/5/2 16:55,sea,28,3.9,3
2011/5/2 20:29,sea,49,4.3,3
2011/5/3 6:25,sea,31,5.1,3
2011/5/3 22:35,sea,47,4.8,3
2011/5/3 22:57,land,8,4.5,4
2011/5/4 14:41,land,92,4.6,3
2011/5/4 17:47,land,8,3.8,3
2011/5/5 0:09,land,7,4.1,3
2011/5/5 3:22,land,18,3.6,3
2011/5/5 19:20,land,8,4.5,3
2011/5/5 23:58,sea,42,6.1,3
2011/5/6 2:04,land,6,5.2,5_lower
2011/5/6 3:06,land,7,3.5,3
2011/5/6 3:32,land,8,3.4,3
2011/5/6 7:36,land,6,4,3
2011/5/6 14:14,sea,44,4.7,3
2011/5/6 16:56,sea,51,4.1,3
2011/5/6 18:00,land,18,4.2,3
2011/5/6 20:52,land,9,3.6,3
2011/5/7 13:34,land,8,4.6,4
2011/5/7 21:47,land,39,4,3
2011/5/8 5:52,sea,34,5.7,4
2011/5/8 7:11,land,4,4.5,3
2011/5/8 13:53,sea,51,4.4,3
2011/5/8 19:42,sea,46,4.7,3
2011/5/9 19:53,sea,52,4,3
2011/5/10 8:38,land,6,4.5,4
2011/5/10 19:14,sea,58,5.4,3
2011/5/10 23:01,land,5,4.2,4
2011/5/11 3:24,sea,47,4.2,3
2011/5/11 5:24,sea,23,4.7,3
2011/5/11 11:00,land,6,3.4,3
2011/5/12 2:46,land,6,3.5,3
2011/5/12 3:21,sea,50,4.6,3
2011/5/13 1:20,sea,49,4.7,3
2011/5/13 7:36,land,6,3.6,3
2011/5/14 1:28,land,6,4.3,3
2011/5/14 6:49,sea,29,4.7,3
2011/5/14 8:35,sea,41,5.9,4
2011/5/15 0:01,sea,28,4.6,3
2011/5/15 7:30,sea,48,5,3
2011/5/15 8:50,sea,48,5.1,3
2011/5/15 16:56,land,7,3.7,3
2011/5/15 21:14,sea,68,5.3,3
2011/5/16 4:07,sea,48,4.7,3
2011/5/17 0:53,sea,35,4.6,4
2011/5/17 10:03,sea,18,4,3
2011/5/17 22:41,land,52,4,3
2011/5/18 16:23,sea,48,4.2,4
2011/5/19 17:32,sea,60,4.8,3
2011/5/19 22:42,land,6,3.2,3
2011/5/20 9:46,sea,36,5.8,4
2011/5/20 16:28,sea,41,5.2,4
2011/5/20 17:53,land,64,4.6,4
2011/5/21 1:04,land,17,3.8,3
2011/5/21 12:40,sea,51,4,3
2011/5/21 19:24,sea,48,4.4,3
2011/5/22 0:03,sea,51,4.1,3
2011/5/22 2:17,land,4,3.9,3
2011/5/22 7:06,land,48,5.5,4
2011/5/24 12:40,sea,27,5.8,3
2011/5/24 19:18,sea,36,4.6,3
2011/5/24 20:49,sea,44,5,3
2011/5/25 5:36,land,7,5,5_lower
2011/5/25 7:37,sea,42,4.3,3
2011/5/25 9:19,land,62,4.5,3
2011/5/26 9:48,land,5,3,3
2011/5/26 15:57,sea,48,4.1,3
2011/5/26 19:15,land,7,3.7,3
2011/5/26 19:56,land,6,4.8,4
2011/5/26 20:12,land,6,4,3
2011/5/26 21:22,land,4,3.2,3
2011/5/27 8:25,land,7,3.3,3
2011/5/27 12:34,land,8,4.7,4
2011/5/27 13:44,sea,30,3.6,3
2011/5/27 17:04,land,15,4.2,4
2011/5/27 19:53,land,9,2.4,3
2011/5/27 20:25,land,15,3.6,3
2011/5/27 22:33,land,5,4.6,4
2011/5/28 3:33,land,8,3.2,3
2011/5/28 8:01,sea,47,4.5,3
2011/5/28 10:57,sea,11,4.4,3
2011/5/28 11:14,land,56,4.4,3
2011/5/29 5:18,sea,7,4.3,3
2011/5/31 4:36,sea,15,5,3
2011/5/31 21:28,sea,48,5.3,4
2011/6/1 6:23,land,7,3.4,3
2011/6/1 8:19,land,8,3.8,3
2011/6/1 17:18,sea,28,4.5,3
2011/6/2 11:33,land,6,4.7,5_upper
2011/6/2 11:36,land,12,2.9,3
2011/6/2 12:51,land,8,4.1,4
2011/6/2 16:01,land,8,3.4,4
2011/6/2 17:42,land,6,2.3,3
2011/6/2 23:41,land,7,3.8,3
2011/6/3 9:05,sea,57,6.1,3
2011/6/3 10:33,land,62,4.5,3
2011/6/3 15:42,land,12,3.4,3
2011/6/4 1:00,sea,30,5.5,5_lower
2011/6/4 1:57,land,11,5.2,4
2011/6/4 3:56,land,7,3.2,3
2011/6/4 12:32,land,13,4.1,3
2011/6/4 12:37,sea,76,4.4,3
2011/6/5 20:16,land,11,4.4,3
2011/6/6 19:24,land,8,4.1,3
2011/6/7 5:10,sea,48,4.6,3
2011/6/9 7:11,sea,34,5,4
2011/6/9 13:33,land,7,3.7,3
2011/6/9 13:47,land,4,3.6,3
2011/6/9 19:38,sea,13,5.7,4
2011/6/10 3:15,sea,37,4.7,3
2011/6/10 17:18,sea,19,4.4,3
2011/6/10 22:39,sea,48,4.4,3
2011/6/11 7:35,sea,36,5,3
2011/6/12 5:08,sea,21,4.5,4
2011/6/12 9:37,sea,11,4.4,3
2011/6/12 17:09,sea,47,4.6,3
2011/6/13 5:22,sea,53,3.9,3
2011/6/13 5:48,sea,35,4.6,3
2011/6/14 21:48,sea,73,5.1,4
2011/6/14 22:06,sea,50,6,3
2011/6/14 23:56,sea,28,5.3,3
2011/6/16 0:56,land,8,3.9,3
2011/6/16 15:53,land,5,4.2,3
2011/6/16 23:32,land,9,3.9,3
2011/6/18 4:48,land,7,3.8,3
2011/6/18 13:33,land,12,3.8,3
2011/6/18 13:39,land,15,4.6,4
2011/6/18 18:12,sea,48,4,3
2011/6/18 20:31,sea,28,6,4
2011/6/19 4:10,sea,28,4.3,3
2011/6/20 3:58,sea,46,4.3,3
2011/6/20 6:17,land,7,3.7,3
2011/6/20 6:55,land,8,3.3,3
2011/6/20 10:46,sea,40,4.6,3
2011/6/21 11:28,land,5,3.4,3
2011/6/21 13:39,sea,45,4.1,3
2011/6/21 17:49,sea,21,5.5,3
2011/6/22 23:28,sea,23,5.5,3
2011/6/23 3:19,land,53,3.8,3
2011/6/23 6:50,sea,36,6.9,5_lower
2011/6/23 17:22,sea,50,4.5,4
2011/6/23 19:35,sea,57,5.3,4
2011/6/24 9:36,land,9,3.7,3
2011/6/24 23:46,sea,52,4.3,3
2011/6/25 2:39,sea,57,5.4,3
2011/6/25 16:06,land,6,4.5,3
2011/6/25 17:01,land,9,4,3
2011/6/25 17:02,land,10,3.2,3
2011/6/25 17:25,land,9,4.1,3
2011/6/26 5:11,land,4,3.9,3
2011/6/28 12:45,land,9,4.3,3
2011/6/28 21:18,land,11,4.2,4
2011/6/29 11:04,land,7,3.3,3
2011/6/29 14:27,land,8,3.3,3
2011/6/29 19:32,land,4,3.4,3
2011/6/29 20:04,land,5,2.8,3
2011/6/30 7:14,land,51,4.6,3
2011/6/30 8:16,land,4,5.4,5_upper
2011/6/30 8:21,land,4,5.1,4
2011/6/30 13:18,land,8,3.5,3
2011/6/30 13:53,land,4,3.1,3
2011/6/30 14:11,land,4,3.4,4
2011/6/30 19:22,sea,43,4.8,3
2011/7/2 7:28,land,4,3.9,3
2011/7/3 2:11,land,9,3.9,4
2011/7/3 18:19,sea,29,3.7,3
2011/7/4 11:07,land,46,4.1,3
2011/7/4 19:59,land,6,4.4,3
2011/7/5 19:18,land,7,5.5,5_upper
2011/7/5 19:34,land,7,4.5,4
2011/7/7 0:15,sea,76,5.9,3
2011/7/8 3:35,sea,55,5.6,4
2011/7/8 11:42,sea,46,4,3
2011/7/8 22:10,sea,43,4.9,3
2011/7/9 22:41,sea,49,3.9,3
2011/7/10 9:57,sea,34,7.3,4
2011/7/11 9:09,land,8,4.4,4
2011/7/11 10:36,sea,35,4.6,3
2011/7/11 13:29,sea,48,5.1,4
2011/7/12 9:38,land,7,3.5,3
2011/7/12 17:59,sea,57,4.8,4
2011/7/13 0:37,sea,47,5.1,4
2011/7/13 5:47,sea,14,5.3,4
2011/7/14 10:34,sea,57,4.8,3
2011/7/15 1:47,sea,55,4,3
2011/7/15 10:59,land,3,3.3,3
2011/7/15 12:21,sea,30,4.1,3
2011/7/15 21:01,land,66,5.4,5_lower
2011/7/16 6:11,land,12,3.5,3
2011/7/16 14:17,sea,52,4.3,3
2011/7/16 17:57,land,46,4.1,3
2011/7/17 9:55,land,12,4.2,3
2011/7/19 3:41,land,10,3.4,3
2011/7/19 5:22,sea,13,4,3
2011/7/19 10:38,sea,31,5.4,3
2011/7/21 1:12,land,8,2.9,3
2011/7/21 4:18,sea,59,5.2,4
2011/7/23 13:34,sea,47,6.4,5_upper
2011/7/24 8:56,sea,59,4.2,3
2011/7/24 23:32,land,42,4.8,4
2011/7/25 0:07,sea,44,5.2,3
2011/7/25 3:51,sea,46,6.3,5_lower
2011/7/25 20:04,sea,45,5.2,3
2011/7/25 20:54,sea,37,5.7,3
2011/7/26 5:35,sea,36,4.3,3
2011/7/26 7:58,sea,67,4.8,3
2011/7/26 22:36,sea,59,4.4,3
2011/7/27 1:49,land,18,3.7,3
2011/7/27 21:33,land,7,3.2,3
2011/7/29 1:01,sea,56,4.1,3
2011/7/29 23:53,sea,29,5.6,3
2011/7/30 10:07,land,7,4,3
2011/7/31 3:53,sea,57,6.5,5_upper
2011/7/31 14:20,sea,57,4,3
2011/8/1 2:35,sea,37,5.5,4
2011/8/1 15:54,sea,42,4.6,3
2011/8/1 22:44,sea,43,5.8,4
2011/8/1 23:58,sea,23,6.2,5_lower
2011/8/2 10:46,land,9,3.5,3
2011/8/2 13:39,land,9,3.6,3
2011/8/5 2:45,sea,11,4.3,3
2011/8/5 19:53,sea,34,4.9,3
2011/8/5 20:16,land,7,4.7,4
2011/8/6 11:54,land,7,3.8,3
2011/8/6 16:14,sea,28,5.2,3
2011/8/7 12:34,land,7,4.7,4
2011/8/7 22:33,land,9,4.1,3
2011/8/8 16:19,sea,47,4.2,3
2011/8/9 7:31,sea,35,4.1,3
2011/8/10 2:44,sea,52,4.1,3
2011/8/10 8:13,land,61,4.7,4
2011/8/11 22:31,sea,30,5.3,4
2011/8/12 3:22,sea,52,6.1,5_lower
2011/8/14 16:38,land,9,4.3,4
2011/8/14 18:55,land,8,4.2,3
2011/8/15 15:26,land,64,4.7,4
2011/8/15 22:31,sea,53,4.1,3
2011/8/16 19:16,land,6,4.6,3
2011/8/17 4:35,sea,35,5.4,3
2011/8/17 9:23,land,78,4.3,4
2011/8/17 12:05,sea,31,5.1,4
2011/8/17 12:14,sea,28,4.5,3
2011/8/19 0:39,land,50,4,3
2011/8/19 11:28,sea,90,4.2,3
2011/8/19 13:43,land,6,3.4,3
2011/8/19 13:51,sea,45,4.5,3
2011/8/19 14:36,sea,51,6.5,5_lower
2011/8/21 4:37,sea,49,4.4,3
2011/8/21 7:58,sea,50,4.8,4
2011/8/21 19:49,land,9,3.1,3
2011/8/22 4:42,sea,47,3.9,3
2011/8/22 7:05,sea,53,4.5,4
2011/8/22 9:07,land,25,4.7,4
2011/8/22 17:36,land,64,4.7,3
2011/8/22 20:23,sea,34,6.1,3
2011/8/22 21:21,sea,31,4.1,3
2011/8/23 0:26,sea,41,4.3,3
2011/8/23 7:04,land,50,4.2,3
2011/8/27 11:35,land,6,4.3,3
2011/8/27 14:05,sea,15,4.3,4
2011/8/28 18:23,land,5,3.8,3
2011/8/29 0:55,sea,6,3,3
2011/8/30 3:21,sea,16,4.6,3
2011/8/31 2:20,sea,16,4.3,3
2011/8/31 18:32,sea,72,4.6,3
2011/9/1 11:50,sea,16,3.9,3
2011/9/2 13:48,land,74,4.3,3
2011/9/4 5:52,land,90,4.7,3
2011/9/5 21:14,sea,46,4.3,3
2011/9/7 7:27,sea,10,4.3,4
2011/9/7 15:24,land,9,3.6,3
2011/9/7 22:29,land,10,5.1,5_upper
2011/9/7 22:32,land,6,3,3
2011/9/7 23:37,land,5,2.7,3
2011/9/8 3:50,land,7,3.1,3
2011/9/8 18:02,sea,5,3,3
2011/9/8 19:58,land,15,3.8,3
2011/9/8 22:38,sea,40,5.2,3
2011/9/9 6:52,land,9,2.9,3
2011/9/9 7:06,sea,22,4.8,3
2011/9/10 0:51,land,8,3.7,3
2011/9/10 15:00,sea,53,4.8,4
2011/9/10 17:36,land,6,3,3
2011/9/11 19:09,sea,73,4.3,3
2011/9/13 1:49,land,101,4.5,3
2011/9/13 2:42,sea,54,4.3,4
2011/9/13 10:22,land,7,3.6,3
2011/9/13 23:14,sea,35,4.7,3
2011/9/14 4:21,land,6,3.9,3
2011/9/14 23:56,sea,51,4.6,3
2011/9/15 4:24,land,10,3,3
2011/9/15 17:00,sea,51,6.3,4
2011/9/16 7:15,land,67,4.3,3
2011/9/16 11:03,land,4,4.4,3
2011/9/17 4:26,sea,7,6.6,4
2011/9/17 6:08,sea,4,6.1,3
2011/9/17 6:36,sea,5,5.8,3
2011/9/17 7:40,sea,15,5.8,3
2011/9/17 16:34,sea,8,5.8,3
2011/9/18 0:13,sea,47,4.3,3
2011/9/18 12:28,land,7,4.1,3
2011/9/18 16:04,sea,19,5.8,3
2011/9/18 19:39,sea,66,5,4
2011/9/19 3:32,sea,48,5.2,3
2011/9/21 5:59,sea,51,4.8,3
2011/9/21 22:30,land,9,5.2,5_lower
2011/9/22 14:46,sea,42,4.4,3
2011/9/23 4:59,sea,34,4.7,3
2011/9/23 17:15,land,4,5.1,4
2011/9/23 22:12,sea,48,5,3
2011/9/24 2:48,land,6,3.6,3
2011/9/25 10:58,land,7,3.3,3
2011/9/26 7:30,land,6,3.8,3
2011/9/26 7:31,land,6,3.5,3
2011/9/26 14:39,land,8,3.8,3
2011/9/26 16:49,land,9,4.2,4
2011/9/26 17:20,land,9,4.2,4
2011/9/26 22:46,land,5,4.2,4
2011/9/29 4:18,sea,36,4.3,3
2011/9/29 19:05,land,9,5.4,5_upper
2011/9/30 1:54,land,8,3.7,3
2011/9/30 13:30,land,7,3.4,3
2011/10/1 2:20,sea,24,4.5,3
2011/10/1 6:37,land,10,4.1,3
2011/10/2 6:24,sea,27,4,3
2011/10/2 22:51,land,10,3.2,3
2011/10/3 7:29,land,5,3.7,3
2011/10/4 19:19,land,44,4.2,3
2011/10/4 19:25,land,4,3.9,3
2011/10/5 14:16,sea,13,4.4,3
2011/10/5 14:17,sea,12,5,4
2011/10/5 18:59,land,1,5.4,3
2011/10/5 19:06,land,0,5.2,4
2011/10/5 23:33,land,10,4.5,5_upper
2011/10/6 17:39,land,4,3.7,3
