occur_date,location,depth,magnitude,max_seismic_scale
2011/10/6 19:37,land,1,4.7,3
2011/10/7 7:00,sea,31,4.1,3
2011/10/7 11:51,sea,67,5,3
2011/10/8 6:11,land,13,4.2,3
2011/10/9 2:20,land,9,3.1,3
2011/10/9 16:18,land,12,3.9,3
2011/10/10 3:00,land,9,3.5,3
2011/10/10 11:45,sea,47,5.6,4
2011/10/12 6:32,land,23,4.2,3
2011/10/13 2:44,land,7,3,3
2011/10/15 11:55,land,6,4.2,3
2011/10/18 18:06,sea,48,4.1,3
2011/10/19 16:05,land,8,4.1,3
2011/10/20 6:13,land,8,4.1,3
2011/10/20 6:21,land,9,4.4,3
2011/10/21 17:02,land,196,6.3,3
2011/10/24 3:58,sea,48,4.2,3
2011/10/25 12:54,sea,53,4.2,3
2011/10/26 2:08,sea,30,5,3
2011/10/26 6:58,land,8,3.9,3
2011/10/26 13:19,land,16,3.8,3
2011/10/28 5:29,land,9,3.9,3
2011/10/29 15:24,sea,51,4.9,3
2011/11/1 5:59,sea,47,4.5,3
2011/11/2 10:43,sea,63,4.3,3
2011/11/3 19:34,land,62,4.9,4
2011/11/4 11:59,sea,32,4.9,3
2011/11/5 0:45,land,8,4.2,3
2011/11/7 23:42,land,3,4.5,3
2011/11/8 3:30,land,6,3.8,3
2011/11/8 11:59,sea,217,7,4
2011/11/9 14:24,sea,38,4.2,3
2011/11/10 7:43,land,7,4.1,4
2011/11/10 18:55,land,14,3.9,3
2011/11/13 0:28,land,8,3.3,3
2011/11/13 18:05,sea,49,4,3
2011/11/14 9:25,land,9,3.1,3
2011/11/17 17:34,sea,47,4.7,3
2011/11/17 19:09,land,8,3.7,3
2011/11/18 3:57,land,7,4.8,4
2011/11/19 19:06,land,6,4.2,3
2011/11/20 2:36,sea,48,4.6,3
2011/11/20 6:00,land,9,3.1,3
2011/11/20 10:23,land,9,5.3,5_upper
2011/11/20 10:26,land,4,4.8,3
2011/11/21 19:16,land,12,5.4,5_lower
2011/11/24 4:24,sea,45,6.1,4
2011/11/24 19:25,sea,43,6.2,5_lower
2011/11/25 2:39,land,9,3.1,3
2011/11/25 4:35,land,12,4.7,4
2011/11/25 4:52,land,13,4.3,3
2011/11/25 5:14,land,12,2.7,3
2011/11/25 21:38,sea,15,3.7,3
2011/11/26 9:05,land,24,4.3,3
2011/11/26 9:16,land,9,3.7,3
2011/11/26 10:43,sea,44,4.5,3
2011/11/26 20:09,sea,53,4,3
2011/11/28 23:33,sea,54,4.3,3
2011/11/29 3:53,sea,48,4.4,3
2011/11/30 21:55,sea,63,4,3
2011/12/1 22:23,land,1,4.6,3
2011/12/2 9:50,sea,56,4.6,3
2011/12/3 5:55,land,22,5.2,4
2011/12/3 6:03,land,20,4.2,3
2011/12/3 13:16,sea,50,4.4,3
2011/12/5 1:02,land,50,4,3
2011/12/5 4:20,sea,56,4.4,3
2011/12/6 12:38,land,8,3.2,3
2011/12/8 1:12,sea,10,3.9,3
2011/12/10 0:23,sea,50,4.1,3
2011/12/10 4:42,land,431,5.7,3
2011/12/10 15:08,sea,45,4.7,4
2011/12/11 10:22,sea,29,5.5,4
2011/12/11 10:23,sea,27,4.5,3
2011/12/11 12:30,sea,24,4.4,3
2011/12/11 20:16,land,62,3.9,3
2011/12/12 4:51,sea,38,4.6,3
2011/12/12 14:13,sea,18,4.6,3
2011/12/14 13:01,land,49,5.1,4
2011/12/15 7:45,sea,26,4.2,3
2011/12/16 15:12,land,73,4.3,3
2011/12/17 17:50,land,13,4.3,3
2011/12/18 18:02,sea,38,4.8,3
2011/12/19 5:36,sea,9,4.1,3
2011/12/19 16:01,sea,36,4.6,3
2011/12/19 23:40,land,4,3.9,3
2011/12/20 2:24,land,5,4.4,3
2011/12/20 10:35,land,6,2.8,3
2011/12/20 15:26,sea,29,5,3
2011/12/20 18:10,land,5,3.2,3
2011/12/21 11:06,sea,49,4.7,3
2011/12/22 5:10,sea,30,4.6,3
2011/12/24 11:21,land,8,3.8,3
2011/12/24 15:14,land,9,4,3
2011/12/30 18:34,sea,69,4.1,3
2011/12/31 8:11,land,8,4.5,3
2012/1/1 0:28,land,7,4.2,4
2012/1/1 14:27,sea,397,7,4
2012/1/5 21:37,land,6,3.9,3
2012/1/5 22:13,land,6,4.2,4
2012/1/6 1:47,sea,36,4.9,3
2012/1/6 5:55,sea,40,4.5,3
2012/1/7 19:43,sea,56,4.7,3
2012/1/9 0:37,land,56,4.7,3
2012/1/9 1:52,land,25,3.6,3
2012/1/9 7:13,sea,48,5.1,3
2012/1/11 6:21,sea,51,3.9,3
2012/1/11 15:00,land,0,4,3
2012/1/12 10:40,sea,52,4.7,3
2012/1/12 12:20,sea,33,5.9,4
2012/1/12 14:37,sea,28,5.5,3
2012/1/12 20:11,land,7,3.3,3
2012/1/13 21:50,land,7,3.8,3
2012/1/14 18:57,sea,34,4.7,3
2012/1/15 19:36,sea,46,3.8,3
2012/1/17 12:30,land,46,4.7,3
2012/1/18 12:10,land,7,4.2,3
2012/1/18 17:55,sea,48,4.3,3
2012/1/18 22:29,land,6,4.1,3
2012/1/19 22:09,sea,14,4.5,3
2012/1/22 10:20,land,59,4.1,3
2012/1/23 7:52,sea,56,4.2,3
2012/1/23 20:45,sea,52,5.1,5_lower
2012/1/24 17:07,sea,51,4,3
2012/1/26 5:42,sea,51,5.2,4
2012/1/27 13:19,sea,14,5,3
2012/1/28 7:39,land,18,4.9,4
2012/1/28 7:43,land,18,5.4,5_lower
2012/1/28 7:46,land,21,4.2,3
2012/1/28 8:04,land,18,4.2,3
2012/1/28 9:22,sea,36,5.7,4
2012/1/28 14:20,sea,37,4.7,4
2012/1/28 21:44,sea,37,4.9,3
2012/1/29 16:46,land,21,4.7,4
2012/1/30 3:18,land,39,4.9,4
2012/2/1 16:44,sea,30,4.2,3
2012/2/5 8:59,sea,38,4.5,3
2012/2/6 7:05,sea,17,5,3
2012/2/8 6:41,sea,12,4,4
2012/2/8 20:36,sea,47,3.9,3
2012/2/8 21:01,land,14,5.7,5_upper
2012/2/9 12:55,land,22,4.6,3
2012/2/9 15:14,sea,9,3.7,3
2012/2/10 6:52,land,107,4.4,3
2012/2/10 13:56,land,10,3.8,3
2012/2/11 10:26,land,46,4.7,3
2012/2/12 4:55,sea,42,4.6,3
2012/2/14 12:27,sea,59,5.6,3
2012/2/14 15:21,sea,54,6,3
2012/2/14 21:40,land,9,3.6,4
2012/2/15 13:36,land,8,3.6,3
2012/2/15 15:28,sea,47,4.8,3
2012/2/16 2:32,sea,34,4.3,3
2012/2/16 13:50,sea,20,4.2,3
2012/2/16 14:09,sea,42,4.3,3
2012/2/18 13:56,sea,2,3.8,3
2012/2/18 14:13,sea,2,4.2,4
2012/2/18 23:20,sea,17,4.8,3
2012/2/19 14:54,land,7,5.2,5_lower
2012/2/20 13:28,land,7,3.4,3
2012/2/24 4:27,sea,58,4.8,3
2012/2/24 13:10,land,63,4.2,3
2012/2/28 1:30,sea,50,4.5,3
2012/2/28 4:31,sea,48,5.7,3
2012/2/28 14:20,sea,23,5.1,4
2012/2/29 18:00,sea,44,5.4,4
2012/2/29 23:32,sea,39,5.9,4
2012/3/1 7:32,sea,56,5.3,5_lower
2012/3/1 23:49,sea,51,4.1,3
2012/3/4 14:15,land,7,3.2,3
2012/3/5 15:24,sea,33,5.1,3
2012/3/8 0:19,land,6,2.7,3
2012/3/8 3:50,land,44,4.2,3
2012/3/8 12:23,sea,50,4.8,3
2012/3/9 1:41,sea,39,4.3,3
2012/3/10 2:25,land,7,5.4,5_lower
2012/3/10 3:15,land,6,3.7,3
2012/3/11 17:33,land,63,4.4,3
2012/3/12 7:58,land,8,3.9,4
2012/3/14 18:08,sea,64,6.9,4
2012/3/14 19:49,sea,69,6,3
2012/3/14 21:05,sea,15,6.1,5_upper
2012/3/14 22:29,sea,13,4.3,3
2012/3/15 1:57,land,8,3.7,3
2012/3/16 4:20,land,94,5.3,3
2012/3/17 20:24,land,7,4.2,3
2012/3/17 22:47,sea,63,4.4,3
2012/3/18 6:42,sea,12,4.1,3
2012/3/18 9:36,sea,45,5,4
2012/3/19 11:56,sea,63,5,3
2012/3/23 23:53,sea,34,4,3
2012/3/25 22:22,sea,49,5.2,4
2012/3/26 11:33,sea,28,4.7,3
2012/3/27 19:21,sea,12,4.6,3
2012/3/27 20:00,sea,21,6.6,5_lower
2012/3/30 5:38,sea,50,4.6,3
2012/3/30 13:38,sea,46,5.1,3
2012/3/30 18:40,sea,21,4.5,3
2012/4/1 2:13,land,6,3.8,3
2012/4/1 23:04,sea,53,5.9,5_lower
2012/4/3 2:48,sea,50,4.1,3
2012/4/12 5:29,sea,48,4.5,3
2012/4/12 20:19,sea,29,5.6,4
2012/4/12 22:07,land,10,3.6,3
2012/4/12 23:50,sea,27,5.9,4
2012/4/13 19:10,sea,32,6,4
2012/4/13 21:12,sea,31,5.2,3
2012/4/13 21:30,sea,17,4.1,3
2012/4/14 4:00,sea,52,3.8,3
2012/4/14 17:46,sea,74,4.2,3
2012/4/14 18:25,sea,24,5,3
2012/4/14 21:39,sea,42,4.4,3
2012/4/19 12:33,sea,34,5.1,4
2012/4/19 17:41,sea,58,3.8,3
2012/4/21 23:29,land,104,4.5,3
2012/4/24 12:28,land,8,4.4,3
2012/4/24 21:13,land,19,3.6,3
2012/4/25 5:22,land,43,5.5,4
2012/4/26 5:45,sea,63,4.5,3
2012/4/27 3:41,sea,65,5,3
2012/4/29 17:12,land,8,3.4,3
2012/4/29 19:28,land,48,5.8,5_lower
2012/4/29 21:16,sea,48,4.5,3
2012/4/30 0:02,sea,23,5.6,4
2012/4/30 11:33,land,9,3.4,3
2012/5/4 11:54,land,70,4.3,3
2012/5/4 14:34,land,84,4.5,3
2012/5/5 18:56,land,45,4.3,3
2012/5/6 5:12,sea,51,5.2,3
2012/5/8 3:59,sea,29,4.7,3
2012/5/9 6:46,sea,48,4.6,3
2012/5/10 0:20,land,9,3.4,3
2012/5/10 9:28,sea,23,5.1,3
2012/5/10 15:01,sea,51,4.3,3
2012/5/12 2:59,sea,49,4,3
2012/5/13 7:08,sea,54,4,3
2012/5/14 5:21,land,2,3,3
2012/5/14 8:17,land,20,3.7,3
2012/5/14 12:36,land,27,4.8,3
2012/5/16 1:00,sea,64,4.8,4
2012/5/17 0:59,land,15,3.6,3
2012/5/18 17:18,land,51,4.8,4
2012/5/20 4:05,sea,33,6,3
2012/5/20 16:20,sea,7,6.5,3
2012/5/21 12:18,sea,91,5.1,3
2012/5/24 0:02,sea,60,6.1,5_upper
2012/5/28 15:31,land,13,4,3
2012/5/29 1:36,land,64,5.2,4
2012/5/31 14:49,sea,48,4.6,3
2012/6/1 17:48,land,44,5.1,4
2012/6/3 13:07,sea,48,4.2,4
2012/6/4 14:09,land,8,3.8,3
2012/6/4 15:51,land,9,4.4,4
2012/6/6 4:31,sea,37,6.3,3
2012/6/8 14:22,sea,33,4.9,3
2012/6/9 4:07,land,26,4,3
2012/6/9 11:06,sea,17,3.4,3
2012/6/9 19:20,sea,52,3.9,3
2012/6/10 6:00,land,70,6,3
2012/6/11 2:11,sea,60,4.4,3
2012/6/12 16:40,sea,51,3.8,3
2012/6/15 16:31,sea,63,4.6,3
2012/6/17 16:13,land,51,4.5,3
2012/6/18 5:32,sea,47,6.2,4
2012/6/19 5:29,land,19,3.8,3
2012/6/20 7:28,sea,40,4.8,3
2012/6/21 8:56,sea,49,4.4,3
2012/6/24 10:29,sea,44,4.8,3
2012/6/26 8:23,land,19,4,3
2012/6/28 14:51,sea,63,5.2,4
2012/6/28 15:17,land,33,4,3
2012/6/29 2:44,land,0,4.5,3
2012/6/30 16:11,sea,64,4.8,3
2012/7/1 6:24,land,9,2.8,3
2012/7/2 11:06,sea,9,4.5,4
2012/7/2 15:23,sea,46,4.4,3
2012/7/3 11:31,land,88,5.2,4
2012/7/3 11:32,land,11,4.2,3
2012/7/3 13:52,sea,55,4.1,3
2012/7/3 13:53,land,7,2.9,3
2012/7/4 15:03,sea,49,4,3
2012/7/4 22:28,sea,57,4,3
2012/7/6 2:04,land,9,4.5,3
2012/7/10 12:48,land,9,5.2,5_lower
2012/7/10 12:51,land,7,3.6,3
2012/7/10 12:57,land,8,3.3,3
2012/7/10 13:33,land,9,3.9,3
2012/7/11 11:43,land,6,3.5,3
2012/7/12 13:54,land,46,4.2,3
2012/7/13 14:14,sea,44,4.5,3
2012/7/14 13:04,land,8,3.7,3
2012/7/15 23:08,land,0,4.2,4
2012/7/15 23:34,sea,62,5,3
2012/7/16 4:31,land,52,4.8,4
2012/7/16 6:49,land,0,4.3,4
2012/7/18 4:39,land,0,4.1,4
2012/7/18 4:50,land,0,4.1,3
2012/7/21 12:01,sea,37,4.9,3
2012/7/22 13:41,land,61,5.1,4
2012/7/22 17:20,sea,48,4.3,3
2012/7/26 2:20,sea,131,4.7,3
2012/7/26 15:00,land,10,4.1,3
2012/7/26 19:30,land,63,4.1,3
2012/7/30 7:05,sea,34,5.5,4
2012/8/2 10:34,land,7,3.6,3
2012/8/3 19:21,sea,48,4.8,3
2012/8/3 22:19,land,43,4.6,4
2012/8/7 13:18,sea,35,4.5,3
2012/8/8 1:11,sea,33,4.7,3
2012/8/11 19:30,sea,60,4.4,3
2012/8/12 18:56,land,4,3.8,4
2012/8/14 11:59,land,654,7.3,3
2012/8/15 1:09,land,13,3.4,3
2012/8/17 8:46,land,10,4.9,4
2012/8/17 16:24,sea,58,4.9,3
2012/8/17 20:37,sea,89,4.3,3
2012/8/20 20:42,land,57,5.2,3
2012/8/21 1:42,sea,46,5.1,3
2012/8/22 10:33,land,53,5.2,4
2012/8/25 20:14,land,7,3.7,3
2012/8/25 23:16,land,49,6.1,5_lower
2012/8/26 3:37,sea,90,5.2,4
2012/8/26 22:13,land,7,3.4,3
2012/8/30 4:05,sea,60,5.6,5_upper
2012/8/30 4:17,land,49,4.1,3
2012/8/31 23:26,land,7,4.4,3
2012/9/2 13:33,sea,54,3.9,3
2012/9/6 3:20,land,10,3.8,3
2012/9/8 10:41,land,50,4.5,3
2012/9/13 0:38,sea,40,4.2,3
2012/9/14 2:01,sea,11,3.3,3
2012/9/14 2:22,land,37,5.1,4
2012/9/16 1:09,sea,14,4.4,3
2012/9/18 4:09,sea,43,5,3
2012/9/30 22:39,land,8,4,3
2012/9/30 22:39,land,8,3.8,3
2012/10/1 7:39,sea,19,4.6,3
2012/10/2 1:12,land,8,4.2,3
2012/10/2 3:40,sea,30,5.6,3
2012/10/2 6:27,sea,46,4.3,3
2012/10/2 7:21,sea,22,6.3,3
2012/10/2 10:10,sea,39,4.2,3
2012/10/3 18:39,sea,51,5,4
2012/10/6 1:19,land,3,4.9,3
2012/10/7 8:43,sea,16,4.1,3
2012/10/8 20:04,land,62,3.9,3
2012/10/10 5:49,land,33,4.5,3
2012/10/12 13:57,land,37,5.1,4
2012/10/12 23:35,land,38,3.6,3
2012/10/14 13:37,sea,17,3.9,3
2012/10/14 15:34,land,9,3.9,3
2012/10/17 9:43,land,7,4.5,4
2012/10/18 0:01,land,7,4.2,4
2012/10/18 0:25,land,7,2.6,3
2012/10/18 1:16,land,8,3.3,3
2012/10/18 7:27,land,7,2.4,3
2012/10/18 11:11,land,7,2.5,3
2012/10/19 18:12,sea,48,4.4,3
2012/10/20 17:58,land,3,3.7,3
2012/10/20 18:02,land,4,3.6,3
2012/10/22 10:43,sea,33,4.8,3
2012/10/23 3:09,land,7,2.5,3
2012/10/24 16:05,sea,51,4.5,4
2012/10/24 19:35,land,15,3.4,3
2012/10/25 19:32,sea,48,5.6,5_lower
2012/10/26 19:36,sea,42,4.7,3
2012/10/27 4:44,land,34,4.5,3
2012/10/28 18:44,sea,50,4.3,3
2012/10/31 15:50,land,44,4.4,3
2012/11/3 7:34,sea,29,5,4
2012/11/5 5:49,sea,38,4.3,3
2012/11/7 0:01,sea,13,4.3,3
2012/11/9 12:51,sea,33,5.5,4
2012/11/10 7:35,land,76,4.3,3
2012/11/11 14:15,sea,77,4.5,3
2012/11/16 15:57,sea,10,3.6,3
2012/11/16 17:25,sea,30,5.5,3
2012/11/17 17:13,land,7,3.9,3
2012/11/21 9:02,sea,49,4.1,3
2012/11/22 2:42,sea,50,5,4
2012/11/23 8:26,sea,47,4.7,3
2012/11/24 0:51,land,45,4.4,3
2012/11/24 5:21,sea,57,5.2,4
2012/11/24 10:30,sea,56,4.8,4
2012/11/24 17:59,sea,72,4.8,4
2012/11/27 7:24,sea,48,4.3,3
2012/12/3 13:57,sea,91,4.3,3
2012/12/3 14:17,sea,29,4.3,3
2012/12/4 5:31,land,9,4.1,4
2012/12/5 8:02,land,11,4.1,3
2012/12/6 19:17,sea,52,4.3,3
2012/12/7 5:32,land,67,4.6,3
2012/12/7 17:18,sea,49,7.3,5_lower
2012/12/7 17:31,sea,30,6.6,3
2012/12/12 9:19,sea,32,4.7,3
2012/12/13 1:02,sea,49,4,3
2012/12/15 13:27,sea,59,5.3,4
2012/12/15 14:46,sea,32,5,4
2012/12/17 18:48,land,3,3.7,3
2012/12/18 19:25,sea,46,4.5,3
2012/12/20 5:16,land,74,4.2,3
2012/12/21 0:31,sea,53,4.1,3
2012/12/21 17:07,sea,48,5.2,4
2012/12/22 15:15,land,47,4.5,3
2012/12/26 4:59,sea,65,4.1,3
2012/12/28 16:30,land,56,4,3
2012/12/29 16:19,sea,51,5,4
2012/12/29 23:59,sea,41,5.5,4
2012/12/30 8:05,sea,35,5.1,3
2013/1/1 12:32,sea,105,4,3
2013/1/3 20:14,land,24,4.8,3
2013/1/4 22:52,sea,75,4.4,3
2013/1/5 9:50,land,6,3.9,3
2013/1/7 15:49,sea,72,5.4,3
2013/1/7 22:53,sea,41,4.9,3
2013/1/8 16:51,sea,34,5.4,3
2013/1/10 7:51,land,6,3.3,3
2013/1/10 21:48,sea,48,5,4
2013/1/13 2:54,land,7,3.1,3
2013/1/13 12:17,sea,48,4.8,4
2013/1/14 15:53,sea,47,4.9,3
2013/1/17 14:13,sea,48,4.9,3
2013/1/22 4:46,sea,16,5.1,4
2013/1/24 6:31,sea,47,4.8,3
2013/1/24 6:34,sea,65,5.2,4
2013/1/28 3:41,land,74,4.8,5_lower
2013/1/28 5:57,sea,48,4.9,4
2013/1/31 23:53,land,8,4.7,5_lower
2013/2/1 1:04,land,45,4.3,3
2013/2/1 10:27,sea,40,4.2,3
2013/2/1 23:06,sea,71,4.4,3
2013/2/2 15:41,sea,10,3.4,3
2013/2/2 23:17,land,102,6.5,5_upper
2013/2/5 22:31,sea,42,4.6,3
2013/2/9 13:43,sea,33,5.2,4
2013/2/11 12:45,sea,41,4.5,3
2013/2/12 15:08,land,5,3,3
2013/2/13 11:21,sea,56,4.7,4
2013/2/15 18:18,land,11,4.2,3
2013/2/16 10:30,sea,58,4.3,3
2013/2/16 10:32,sea,45,4.7,3
2013/2/16 13:51,sea,51,3.9,3
2013/2/17 7:17,sea,44,5.3,3
2013/2/19 1:01,sea,49,4.5,3
2013/2/19 19:17,sea,12,3.5,3
2013/2/19 21:27,sea,37,5.6,3
2013/2/22 0:34,sea,64,4.7,3
2013/2/23 20:32,land,9,3.6,3
2013/2/24 13:55,land,21,4.5,3
2013/2/25 15:26,land,3,3.6,3
2013/2/25 16:23,land,3,6.3,5_upper
2013/2/25 16:34,land,5,4.7,4
2013/2/25 18:07,land,4,2.8,3
2013/2/25 18:19,land,4,2.8,3
2013/2/25 18:38,land,4,3.1,3
2013/2/25 18:55,land,4,4.2,3
2013/2/25 21:24,land,4,3.3,3
2013/2/25 22:00,land,4,3.4,4
2013/2/26 1:19,sea,57,4.4,3
2013/2/26 21:46,sea,41,4.9,3
2013/3/2 1:35,sea,35,4.7,3
2013/3/3 20:14,sea,36,3.9,3
2013/3/6 5:32,sea,48,5,4
2013/3/7 7:04,sea,27,4.2,3
2013/3/9 21:16,land,101,5,3
2013/3/10 5:11,sea,49,5.1,3
2013/3/11 14:34,sea,154,4.7,3
2013/3/11 18:34,land,25,5.2,3
2013/3/13 6:32,sea,48,5,3
2013/3/16 8:11,sea,48,4.3,3
2013/3/18 6:53,land,56,4.4,4
2013/3/21 14:34,land,72,4.7,3
2013/3/26 20:48,sea,15,4.6,3
2013/3/26 20:55,sea,17,4.6,3
2013/3/28 19:16,land,42,4.1,3
2013/3/29 0:48,sea,13,4.2,3
2013/3/31 16:46,sea,46,5.3,4
2013/4/2 3:53,sea,29,6.2,3
2013/4/2 11:08,sea,27,5.7,3
2013/4/4 1:58,land,13,4.2,4
2013/4/4 13:42,sea,12,5.1,4
2013/4/6 4:24,sea,94,4.8,3
2013/4/6 5:00,sea,49,5.2,3
2013/4/13 5:33,land,15,6.3,6_lower
2013/4/13 5:41,land,14,3.9,3
2013/4/14 10:22,land,97,4.6,3
2013/4/14 22:25,sea,51,5.3,4
2013/4/16 14:47,sea,50,3.9,3
2013/4/17 10:15,sea,16,4.4,3
2013/4/17 11:13,sea,15,4.6,3
2013/4/17 11:16,sea,12,4.6,3
2013/4/17 12:22,sea,13,4.6,3
2013/4/17 12:23,sea,10,4,3
2013/4/17 17:57,sea,9,6.2,5_upper
2013/4/17 17:59,sea,8,4.3,3
2013/4/17 18:06,sea,11,3.5,3
2013/4/17 21:03,sea,58,5.9,5_lower
2013/4/19 12:05,land,125,7,4
2013/4/19 23:11,sea,15,4.6,4
2013/4/21 19:27,land,12,4.3,4
2013/4/25 8:47,land,61,4.1,3
2013/4/25 16:16,land,6,4.2,3
2013/4/29 22:01,sea,34,5.6,3
2013/4/30 22:09,land,5,4.2,3
2013/5/2 9:55,sea,41,4.2,3
2013/5/2 22:04,land,6,4.1,4
2013/5/7 10:04,sea,50,4.5,3
2013/5/10 1:56,land,5,3.8,3
2013/5/14 8:01,sea,30,4.3,3
2013/5/15 18:35,land,7,4.4,3
2013/5/16 8:46,sea,12,5,4
2013/5/16 16:12,sea,31,4.3,3
2013/5/17 4:20,land,74,4.3,3
2013/5/18 14:48,sea,46,6,5_upper
2013/5/19 0:51,sea,48,4,3
2013/5/20 23:38,land,11,3.6,3
2013/5/21 20:25,land,4,4.7,3
2013/5/22 20:00,land,8,4.2,3
2013/5/24 14:44,land,598,8.3,3
2013/5/24 17:33,sea,44,4.9,3
2013/5/25 11:11,sea,65,4.3,3
2013/5/26 6:17,sea,27,4.9,3
2013/5/26 22:16,land,7,3.8,3
2013/5/28 9:51,land,7,3.5,3
2013/6/1 16:54,land,8,4.1,3
2013/6/4 17:33,sea,48,4.7,4
2013/6/5 9:36,land,11,4.4,3
2013/6/6 12:28,sea,50,5,3
2013/6/6 13:25,sea,51,4.3,3
2013/6/7 22:29,sea,11,3.8,4
2013/6/8 1:38,sea,25,5.8,3
2013/6/8 16:09,land,4,3.3,3
2013/6/8 16:17,land,4,4,4
2013/6/8 16:47,land,4,3.8,3
2013/6/8 20:39,land,4,3.9,4
2013/6/13 22:24,sea,37,5.8,3
2013/6/20 10:49,sea,29,4.9,3
2013/6/21 16:31,sea,22,4.6,4
2013/6/27 16:13,land,7,3.9,4
2013/7/6 7:00,sea,29,4.6,3
2013/7/6 14:39,land,7,3.7,3
2013/7/10 0:21,sea,10,3.9,4
2013/7/10 14:22,land,81,4.9,4
2013/7/11 3:18,sea,47,4.5,3
2013/7/11 22:44,sea,57,4.2,3
2013/7/16 7:45,sea,70,5.1,4
2013/7/16 23:09,sea,47,5.1,4
2013/7/17 12:07,land,17,4,3
2013/7/17 22:34,land,24,3.8,3
2013/7/19 8:44,sea,52,4.9,3
2013/7/19 18:05,sea,53,4.4,3
2013/7/20 1:39,sea,45,5.4,3
2013/7/20 15:06,sea,33,5.4,3
2013/7/21 16:03,land,49,4.5,3
2013/7/23 11:03,sea,48,4.6,3
2013/7/23 12:02,land,8,5.2,4
2013/7/26 4:05,sea,35,4.9,3
2013/7/30 1:05,land,58,3.7,3
2013/7/30 13:02,land,6,3.4,3
2013/7/30 14:46,land,5,3.1,3
2013/7/31 6:20,sea,59,3.8,3
2013/7/31 9:14,sea,18,5,3
2013/8/1 1:40,land,7,3.1,3
2013/8/1 21:18,land,8,3.1,3
2013/8/3 9:56,land,34,4.9,4
2013/8/4 12:28,sea,58,6,5_upper
2013/8/6 2:20,sea,55,4.1,3
2013/8/7 16:51,sea,61,4.5,3
2013/8/10 7:56,sea,52,4.9,3
2013/8/12 9:51,sea,69,4.8,3
2013/8/12 21:59,sea,26,4.9,3
2013/8/14 9:45,land,6,3.8,3
2013/8/14 14:31,land,6,4.1,3
2013/8/14 20:56,sea,8,3.1,3
2013/8/15 7:53,sea,37,4.2,3
2013/8/19 11:22,land,6,3.8,3
2013/8/22 15:53,land,54,4.8,3
2013/8/23 23:21,land,5,3.3,3
2013/8/27 3:42,land,11,3.5,3
2013/8/29 21:45,land,9,3.7,3
2013/8/30 16:36,land,8,3.9,4
2013/8/30 17:32,sea,12,4.4,4
2013/9/4 9:18,sea,445,6.8,4
2013/9/5 21:24,sea,58,3.9,3
2013/9/8 9:30,land,7,3.5,3
2013/9/9 9:04,land,10,4.4,4
2013/9/13 4:49,sea,49,4.4,4
2013/9/15 7:43,land,9,3.5,4
2013/9/16 12:53,land,60,3.9,3
2013/9/18 9:27,sea,39,4.9,3
2013/9/19 7:44,land,7,4.3,3
2013/9/20 2:25,land,17,5.9,5_upper
2013/9/27 7:37,land,17,4.2,3
2013/9/30 22:37,sea,49,4.4,4
2013/10/3 13:13,sea,33,5.1,3
2013/10/4 10:22,sea,39,3.7,3
2013/10/6 12:02,land,10,3.7,3
2013/10/8 19:28,land,3,3.9,3
2013/10/10 7:46,sea,48,4.4,4
2013/10/11 17:22,sea,52,4.3,3
2013/10/12 2:43,sea,52,4.8,4
2013/10/15 6:02,land,62,3.8,3
2013/10/17 13:31,sea,53,4,3
2013/10/19 11:08,sea,51,4,3
2013/10/20 0:14,sea,51,5.1,4
2013/10/20 10:07,sea,53,4.3,4
2013/10/21 12:33,land,50,4.6,3
2013/10/22 10:18,sea,26,5.3,3
2013/10/22 23:43,land,9,2.7,3
2013/10/26 2:10,sea,56,7.1,4
2013/10/26 23:36,sea,55,4.4,3
2013/10/30 12:22,sea,23,4.9,3
2013/11/1 0:01,sea,27,5.2,3
2013/11/2 18:36,sea,18,3.9,3
2013/11/3 5:41,sea,36,4.1,3
2013/11/3 14:25,land,63,5.1,4
2013/11/4 22:47,sea,34,4.8,3
2013/11/10 7:37,land,64,5.5,5_lower
2013/11/11 8:24,land,5,4.1,3
2013/11/12 3:28,land,6,3.6,3
2013/11/12 5:54,sea,41,4.5,3
2013/11/15 11:00,sea,63,5.3,4
2013/11/16 3:57,sea,55,5,3
2013/11/16 14:54,sea,48,4.9,3
2013/11/16 17:54,land,8,3.1,3
2013/11/16 20:44,land,72,5.3,4
2013/11/19 17:30,sea,60,4.1,3
2013/11/20 10:57,land,14,4,3
2013/11/21 12:37,sea,38,4.9,3
2013/11/21 17:59,sea,48,4.1,3
2013/11/22 4:57,sea,52,4.4,3
2013/11/24 3:42,sea,77,4.5,3
2013/11/25 12:23,land,22,5.2,3
2013/11/26 0:43,sea,51,4.9,4
2013/11/26 9:04,land,11,3.5,3
2013/11/28 2:45,sea,90,5,3
2013/11/29 1:15,land,69,4.8,3
2013/12/3 6:26,land,63,4.1,3
2013/12/3 15:58,sea,12,4.5,4
2013/12/3 18:16,sea,47,5.5,3
2013/12/4 4:55,sea,49,4.2,3
2013/12/5 3:43,sea,48,4.2,3
2013/12/9 6:27,land,9,3,3
2013/12/11 16:36,sea,53,4.4,3
2013/12/13 13:24,sea,56,4,3
2013/12/14 1:03,sea,17,4,3
2013/12/14 13:06,sea,49,5.5,4
2013/12/15 0:13,land,14,3.8,3
2013/12/16 2:17,land,78,4.6,3
2013/12/16 4:34,land,10,4.2,3
